StudentID,student_name,gender,grade,school_name,reading_score,math_score
8165,JohnPreston,M,10th,HernandezHighSchool,70,75
8166,SherryDavis,F,9th,HernandezHighSchool,70,62
8167,JordanHernandez,F,12th,HernandezHighSchool,65,68
8168,StevenWright,M,11th,HernandezHighSchool,71,56
8169,JasonHatfield,M,11th,HernandezHighSchool,90,84
8170,BethJoseph,F,12th,HernandezHighSchool,83,57
8171,JenniferPerry,F,10th,HernandezHighSchool,76,65
8172,ArthurBrowning,M,12th,HernandezHighSchool,69,85
8173,AngelaMoore,F,10th,HernandezHighSchool,64,81
8174,JoyGardner,F,9th,HernandezHighSchool,65,92
8175,ErinMason,F,11th,HernandezHighSchool,94,64
8176,JohnReyes,M,10th,HernandezHighSchool,98,95
8177,ZacharyDavis,M,12th,HernandezHighSchool,79,68
8178,RebeccaJones,F,10th,HernandezHighSchool,78,58
8179,ThomasJohnson,M,9th,HernandezHighSchool,72,89
8180,ChristopherLeonard,M,10th,HernandezHighSchool,65,78
8181,JenniferHernandez,F,9th,HernandezHighSchool,70,56
8182,RobertGonzales,M,9th,HernandezHighSchool,63,65
8183,RaymondMullins,M,9th,HernandezHighSchool,76,89
8184,RobertWhite,M,9th,HernandezHighSchool,69,93
8185,AlyssaVelasquez,F,11th,HernandezHighSchool,76,56
8186,ShannonStevensonMD,F,9th,HernandezHighSchool,89,80
8187,JudithSandoval,F,12th,HernandezHighSchool,64,57
8188,MariahRiley,F,10th,HernandezHighSchool,83,65
8189,GarrettHenderson,M,11th,HernandezHighSchool,83,91
8190,TimWhite,M,12th,HernandezHighSchool,81,67
8191,AmyAdams,F,9th,HernandezHighSchool,82,59
8192,MichaelRussell,M,12th,HernandezHighSchool,83,98
8193,VictoriaRichards,F,9th,HernandezHighSchool,77,79
8194,JoseHarrell,M,9th,HernandezHighSchool,87,60
8195,LindaCardenas,F,10th,HernandezHighSchool,94,64
8196,JeffreyHughes,M,12th,HernandezHighSchool,79,97
8197,StacyWilliams,F,11th,HernandezHighSchool,92,70
8198,AshleyGonzalez,F,10th,HernandezHighSchool,96,63
8199,ReneeTorres,F,10th,HernandezHighSchool,82,71
8200,BrianKnight,M,11th,HernandezHighSchool,88,81
8201,JeffreyChapman,M,10th,HernandezHighSchool,70,55
8202,AndreaBaker,F,9th,HernandezHighSchool,82,98
8203,MichaelMarsh,M,9th,HernandezHighSchool,78,57
8204,MelissaRyan,F,9th,HernandezHighSchool,66,80
8205,GilbertRobinson,M,10th,HernandezHighSchool,81,91
8206,KarenNunez,F,9th,HernandezHighSchool,64,77
8207,KevinScott,M,12th,HernandezHighSchool,67,86
8208,GlendaMills,F,12th,HernandezHighSchool,75,73
8209,SusanLee,F,9th,HernandezHighSchool,68,63
8210,CarolynGarcia,F,11th,HernandezHighSchool,93,55
8211,MariaGonzales,F,11th,HernandezHighSchool,66,96
8212,AndrewBaker,M,9th,HernandezHighSchool,73,79
8213,BrandyCarter,F,10th,HernandezHighSchool,74,88
8214,KaitlinWarnerMD,F,12th,HernandezHighSchool,91,80
8215,MelissaOrtiz,F,10th,HernandezHighSchool,94,61
8216,MeganFowler,F,12th,HernandezHighSchool,63,83
8217,EricGardner,M,10th,HernandezHighSchool,71,62
8218,TheresaReed,F,10th,HernandezHighSchool,91,74
8219,RichardJones,M,12th,HernandezHighSchool,65,65
8220,DavidWalker,M,11th,HernandezHighSchool,74,91
8221,ChristopherGibson,M,9th,HernandezHighSchool,76,73
8222,ThomasCarter,M,11th,HernandezHighSchool,70,95
8223,KiaraJohnson,F,9th,HernandezHighSchool,86,72
8224,RobinWilliams,F,11th,HernandezHighSchool,97,72
8225,JasonMyers,M,12th,HernandezHighSchool,70,84
8226,RichardRuiz,M,12th,HernandezHighSchool,88,90
8227,AnthonyCarter,M,9th,HernandezHighSchool,96,61
8228,SaraOliver,F,9th,HernandezHighSchool,80,81
8229,PhillipLopez,M,9th,HernandezHighSchool,83,93
8230,KatherineTurner,F,9th,HernandezHighSchool,71,95
8231,KeithGarcia,M,9th,HernandezHighSchool,84,91
8232,JamesPaul,M,9th,HernandezHighSchool,82,81
8233,SeanHines,M,12th,HernandezHighSchool,94,90
8234,NicoleShelton,F,10th,HernandezHighSchool,92,83
8235,EmilyWhite,F,12th,HernandezHighSchool,84,84
8236,LaurenRodriguez,F,11th,HernandezHighSchool,80,73
8237,TyronePorter,M,11th,HernandezHighSchool,74,99
8238,KatherineLopez,F,10th,HernandezHighSchool,97,84
8239,BettyCox,F,10th,HernandezHighSchool,93,82
8240,WendyJohnson,F,10th,HernandezHighSchool,87,83
8241,DaltonWiggins,M,12th,HernandezHighSchool,99,59
8242,MatthewScott,M,11th,HernandezHighSchool,67,69
8243,DesireeManning,F,11th,HernandezHighSchool,73,75
8244,RachelLee,F,12th,HernandezHighSchool,84,71
8245,GloriaNguyen,F,10th,HernandezHighSchool,93,97
8246,JoseMiller,M,9th,HernandezHighSchool,95,97
8247,SabrinaPerry,F,10th,HernandezHighSchool,84,81
8248,CharlesRandall,M,10th,HernandezHighSchool,69,92
8249,JessicaFowlerMD,F,10th,HernandezHighSchool,99,87
8250,StaceySanders,F,9th,HernandezHighSchool,68,76
8251,AndrewRoberts,M,11th,HernandezHighSchool,73,81
8252,JohnGarcia,M,11th,HernandezHighSchool,74,57
8253,MatthewAtkinson,M,11th,HernandezHighSchool,77,89
8254,AmyGarcia,F,9th,HernandezHighSchool,99,99
8255,DylanBlake,M,9th,HernandezHighSchool,89,60
8256,DavidAcosta,M,11th,HernandezHighSchool,84,58
8257,BenjaminBrock,M,10th,HernandezHighSchool,71,93
8258,ThomasRogers,M,11th,HernandezHighSchool,85,64
8259,ErinLee,F,11th,HernandezHighSchool,72,78
8260,DesireeProctor,F,9th,HernandezHighSchool,72,66
8261,AmandaMonroe,F,11th,HernandezHighSchool,82,58
8262,RichardJensen,M,12th,HernandezHighSchool,86,94
8263,GinaHoffman,F,12th,HernandezHighSchool,98,88
8264,SteveMoran,M,12th,HernandezHighSchool,85,85
8265,MrsCatherineArmstrong,F,9th,HernandezHighSchool,85,57
8266,ChristopherAustin,M,12th,HernandezHighSchool,95,85
8267,MalloryMartin,F,10th,HernandezHighSchool,95,88
8268,CindyButler,F,11th,HernandezHighSchool,69,92
8269,CatherineNelson,F,9th,HernandezHighSchool,65,82
8270,YvonneFoster,F,11th,HernandezHighSchool,64,84
8271,EricFlores,M,12th,HernandezHighSchool,97,61
8272,CaitlinBrown,F,11th,HernandezHighSchool,71,58
8273,KarenMassey,F,9th,HernandezHighSchool,89,94
8274,DebraRoberts,F,9th,HernandezHighSchool,64,66
8275,ElizabethSmith,F,9th,HernandezHighSchool,65,62
8276,CynthiaChapman,F,9th,HernandezHighSchool,70,82
8277,NathanJohnson,M,11th,HernandezHighSchool,67,83
8278,ShannonBurgess,F,12th,HernandezHighSchool,98,69
8279,NicoleShaw,F,9th,HernandezHighSchool,71,89
8280,CarrieGardner,F,9th,HernandezHighSchool,70,98
8281,KarenSanchez,F,12th,HernandezHighSchool,87,84
8282,KevinLucas,M,10th,HernandezHighSchool,87,56
8283,JuliaSolis,F,11th,HernandezHighSchool,95,95
8284,CurtisFisher,M,10th,HernandezHighSchool,71,75
8285,KathleenCardenas,F,10th,HernandezHighSchool,89,78
8286,ChristianMoore,M,9th,HernandezHighSchool,82,68
8287,KellyGrant,F,10th,HernandezHighSchool,67,81
8288,DawnMassey,F,10th,HernandezHighSchool,91,92
8289,MichelleBarber,F,11th,HernandezHighSchool,94,73
8290,StephanieWebb,F,12th,HernandezHighSchool,84,63
8291,DarrenDay,M,12th,HernandezHighSchool,98,99
8292,PeterGutierrez,M,10th,HernandezHighSchool,85,74
8293,SamanthaGardner,F,12th,HernandezHighSchool,82,68
8294,SheilaMitchell,F,9th,HernandezHighSchool,71,58
8295,RobertHamilton,M,10th,HernandezHighSchool,92,76
8296,AlexisJacobs,F,9th,HernandezHighSchool,95,68
8297,StephenJohnson,M,11th,HernandezHighSchool,82,63
8298,ElizabethRivers,F,11th,HernandezHighSchool,81,96
8299,AnnaMartinez,F,12th,HernandezHighSchool,74,76
8300,JoshuaVasquez,M,9th,HernandezHighSchool,99,59
8301,ChristineParker,F,11th,HernandezHighSchool,66,94
8302,ChristineFoley,F,12th,HernandezHighSchool,79,62
8303,HollyHanna,F,9th,HernandezHighSchool,78,69
8304,AlbertDixon,M,12th,HernandezHighSchool,63,60
8305,DanaHart,F,9th,HernandezHighSchool,98,85
8306,ChristopherWong,M,10th,HernandezHighSchool,79,77
8307,DavidYu,M,10th,HernandezHighSchool,95,62
8308,GeorgeMarsh,M,12th,HernandezHighSchool,89,70
8309,KarenSchmidt,F,12th,HernandezHighSchool,66,86
8310,DennisHoward,M,9th,HernandezHighSchool,67,98
8311,LisaWillis,F,10th,HernandezHighSchool,74,69
8312,DannyCruz,M,10th,HernandezHighSchool,96,82
8313,KristenRay,F,12th,HernandezHighSchool,90,62
8314,DavidRiley,M,9th,HernandezHighSchool,95,58
8315,GaryGray,M,10th,HernandezHighSchool,81,58
8316,StephanieRodriguez,F,12th,HernandezHighSchool,84,83
8317,CrystalGood,F,9th,HernandezHighSchool,66,61
8318,RebeccaBanks,F,11th,HernandezHighSchool,82,90
8319,JoshuaDunlap,M,9th,HernandezHighSchool,69,93
8320,DebbieChen,F,11th,HernandezHighSchool,92,74
8321,ScottHoward,M,9th,HernandezHighSchool,79,95
8322,EvelynWillis,F,12th,HernandezHighSchool,81,58
8323,AngelaDecker,F,9th,HernandezHighSchool,66,78
8324,WalterParker,M,9th,HernandezHighSchool,87,71
8325,StuartBowman,M,9th,HernandezHighSchool,70,64
8326,JudyMurphy,F,10th,HernandezHighSchool,73,76
8327,SarahCooper,F,10th,HernandezHighSchool,77,95
8328,JohnMullinsDDS,M,9th,HernandezHighSchool,94,64
8329,MaryHampton,F,10th,HernandezHighSchool,90,79
8330,MichaelMartinez,M,11th,HernandezHighSchool,90,77
8331,JamesAlexander,M,12th,HernandezHighSchool,82,91
8332,GregoryChavez,M,9th,HernandezHighSchool,73,71
8333,LindaSteele,F,11th,HernandezHighSchool,69,55
8334,WalterAllen,M,10th,HernandezHighSchool,85,75
8335,JonathanCohen,M,10th,HernandezHighSchool,76,75
8336,AaronBoyer,M,9th,HernandezHighSchool,99,83
8337,JessicaLawrence,F,11th,HernandezHighSchool,71,83
8338,LoriMorris,F,9th,HernandezHighSchool,88,58
8339,ClaudiaWest,F,11th,HernandezHighSchool,91,77
8340,CynthiaSanchez,F,12th,HernandezHighSchool,85,55
8341,AliceMiller,F,10th,HernandezHighSchool,93,91
8342,JeffreyShannon,M,10th,HernandezHighSchool,79,75
8343,JennaMiller,F,12th,HernandezHighSchool,70,59
8344,HaleyWright,F,10th,HernandezHighSchool,93,64
8345,MichaelMendoza,M,10th,HernandezHighSchool,88,88
8346,AaronLawson,M,12th,HernandezHighSchool,85,63
8347,SeanRay,M,9th,HernandezHighSchool,66,77
8348,TylerLi,M,9th,HernandezHighSchool,82,69
8349,SaraRich,F,10th,HernandezHighSchool,64,96
8350,DustinBrown,M,11th,HernandezHighSchool,66,87
8351,BruceCooper,M,11th,HernandezHighSchool,69,55
8352,LeahHaynes,F,9th,HernandezHighSchool,96,60
8353,AmyLarson,F,11th,HernandezHighSchool,78,92
8354,TraceyThomas,F,12th,HernandezHighSchool,99,68
8355,CarrieRocha,F,9th,HernandezHighSchool,64,64
8356,EduardoLee,M,12th,HernandezHighSchool,86,84
8357,AliceHuber,F,12th,HernandezHighSchool,74,80
8358,RebeccaArroyo,F,12th,HernandezHighSchool,68,84
8359,StephanieHicks,F,9th,HernandezHighSchool,68,83
8360,CarrieBrooks,F,9th,HernandezHighSchool,82,61
8361,EricDennis,M,10th,HernandezHighSchool,77,73
8362,TraceyHall,F,9th,HernandezHighSchool,74,65
8363,JasonJames,M,11th,HernandezHighSchool,89,84
8364,JamesReese,M,10th,HernandezHighSchool,82,66
8365,LindseyRangel,F,10th,HernandezHighSchool,63,73
8366,PatrickBarnes,M,10th,HernandezHighSchool,68,89
8367,KyleBrown,M,10th,HernandezHighSchool,65,71
8368,DavidGuzman,M,10th,HernandezHighSchool,67,58
8369,ChristopherLowery,M,10th,HernandezHighSchool,83,95
8370,TashaObrien,F,9th,HernandezHighSchool,96,73
8371,EmilySmith,F,11th,HernandezHighSchool,67,79
8372,LauraJimenez,F,9th,HernandezHighSchool,70,78
8373,KristenMartin,F,10th,HernandezHighSchool,93,60
8374,BenjaminOrtiz,M,10th,HernandezHighSchool,95,74
8375,MelissaMitchell,F,11th,HernandezHighSchool,64,79
8376,LauraRodriguez,F,11th,HernandezHighSchool,73,89
8377,BrianConley,M,9th,HernandezHighSchool,74,80
8378,CesarHarrison,M,11th,HernandezHighSchool,86,84
8379,CourtneyWinters,F,10th,HernandezHighSchool,87,88
8380,MonicaGonzales,F,10th,HernandezHighSchool,98,86
8381,MeredithGomez,F,11th,HernandezHighSchool,87,99
8382,JoseRitter,M,12th,HernandezHighSchool,98,60
8383,KellyHanson,F,10th,HernandezHighSchool,63,55
8384,MariaAnderson,F,12th,HernandezHighSchool,85,70
8385,BrendaWilliams,F,11th,HernandezHighSchool,87,78
8386,YvonneByrd,F,12th,HernandezHighSchool,71,71
8387,TeresaFuentes,F,10th,HernandezHighSchool,98,68
8388,JeffreyGriffin,M,10th,HernandezHighSchool,96,71
8389,MichaelStewart,M,11th,HernandezHighSchool,71,61
8390,AmberHenderson,F,10th,HernandezHighSchool,89,74
8391,VictoriaCobb,F,11th,HernandezHighSchool,64,76
8392,KristaHoward,F,9th,HernandezHighSchool,73,62
8393,AmandaPhillips,F,11th,HernandezHighSchool,95,95
8394,PeterAli,M,10th,HernandezHighSchool,98,94
8395,AndrewThomas,M,10th,HernandezHighSchool,77,56
8396,AustinCurtis,M,11th,HernandezHighSchool,76,93
8397,JamieRodriguez,F,10th,HernandezHighSchool,83,88
8398,LoriKane,F,11th,HernandezHighSchool,77,98
8399,ElizabethMora,F,11th,HernandezHighSchool,75,94
8400,AliciaMoore,F,9th,HernandezHighSchool,97,73
8401,StephenRoy,M,10th,HernandezHighSchool,71,92
8402,ChristinaBensonMD,F,10th,HernandezHighSchool,95,97
8403,JamesHale,M,10th,HernandezHighSchool,72,75
8404,TravisHatfield,M,10th,HernandezHighSchool,79,69
8405,JacobTurner,M,11th,HernandezHighSchool,80,67
8406,StephenWilliams,M,11th,HernandezHighSchool,70,86
8407,MadelinePerkins,F,10th,HernandezHighSchool,93,63
8408,SandraPrice,F,10th,HernandezHighSchool,73,89
8409,VictoriaGuerra,F,10th,HernandezHighSchool,87,64
8410,MichaelBarnett,M,10th,HernandezHighSchool,95,55
8411,AmyMorton,F,10th,HernandezHighSchool,96,99
8412,RuthMccann,F,11th,HernandezHighSchool,67,66
8413,JasonPerry,M,10th,HernandezHighSchool,98,65
8414,BarbaraJimenez,F,10th,HernandezHighSchool,97,86
8415,JoanneFarmer,F,10th,HernandezHighSchool,97,95
8416,RobertTaylor,M,9th,HernandezHighSchool,86,57
8417,AndreMason,M,10th,HernandezHighSchool,73,65
8418,ChristopherSwanson,M,10th,HernandezHighSchool,72,98
8419,EricaGuzman,F,10th,HernandezHighSchool,65,83
8420,JoseGuerrero,M,12th,HernandezHighSchool,71,85
8421,DavidRobinson,M,12th,HernandezHighSchool,83,66
8422,ElizabethMiranda,F,11th,HernandezHighSchool,63,71
8423,KathleenRaymond,F,10th,HernandezHighSchool,86,55
8424,AshleyDaniels,F,11th,HernandezHighSchool,97,89
8425,RichardCastillo,M,9th,HernandezHighSchool,88,61
8426,AmyHamilton,F,12th,HernandezHighSchool,77,89
8427,JamieWalls,F,10th,HernandezHighSchool,79,59
8428,TammySmith,F,11th,HernandezHighSchool,91,83
8429,GloriaWatson,F,10th,HernandezHighSchool,92,96
8430,CarmenWaller,F,10th,HernandezHighSchool,92,57
8431,MichelleKrueger,F,12th,HernandezHighSchool,69,63
8432,MelanieHernandez,F,11th,HernandezHighSchool,91,79
8433,JenniferSimmons,F,10th,HernandezHighSchool,78,68
8434,DavidArias,M,10th,HernandezHighSchool,82,79
8435,JoshuaSchroeder,M,9th,HernandezHighSchool,82,92
8436,MelissaWilson,F,10th,HernandezHighSchool,91,93
8437,SamanthaLara,F,9th,HernandezHighSchool,99,61
8438,RyanGutierrez,M,11th,HernandezHighSchool,71,99
8439,AlexisHill,F,9th,HernandezHighSchool,74,60
8440,KimberlyMclaughlin,F,10th,HernandezHighSchool,72,62
8441,JoCollins,F,9th,HernandezHighSchool,77,81
8442,AmandaKirby,F,9th,HernandezHighSchool,64,77
8443,HunterSchmidt,M,11th,HernandezHighSchool,78,72
8444,DonaldPotter,M,12th,HernandezHighSchool,63,56
8445,CarolAnderson,F,11th,HernandezHighSchool,67,82
8446,DavidWiley,M,12th,HernandezHighSchool,97,96
8447,CharlesMiller,M,10th,HernandezHighSchool,68,83
8448,LindseyTyler,F,10th,HernandezHighSchool,72,89
8449,BryanCarr,M,11th,HernandezHighSchool,77,75
8450,RobynHicks,F,10th,HernandezHighSchool,93,55
8451,AmyMartinezDVM,F,10th,HernandezHighSchool,93,65
8452,JosephMccullough,M,10th,HernandezHighSchool,73,60
8453,ClarenceOlsen,M,12th,HernandezHighSchool,68,74
8454,AbigailRogers,F,10th,HernandezHighSchool,84,90
8455,AshleyEdwardsDVM,F,9th,HernandezHighSchool,84,65
8456,MatthewHerman,M,11th,HernandezHighSchool,89,74
8457,MarkHarris,M,9th,HernandezHighSchool,79,94
8458,ChristopherFleming,M,9th,HernandezHighSchool,86,88
8459,DebraLong,F,9th,HernandezHighSchool,92,56
8460,JustinYork,M,9th,HernandezHighSchool,66,61
8461,ChristineReyes,F,9th,HernandezHighSchool,92,72
8462,AnnWade,F,11th,HernandezHighSchool,97,75
8463,AdrienneMartin,F,11th,HernandezHighSchool,78,73
8464,RalphAllen,M,10th,HernandezHighSchool,70,59
8465,KellyBaker,F,11th,HernandezHighSchool,92,56
8466,SuzanneHenry,F,11th,HernandezHighSchool,65,70
8467,JenniferFox,F,12th,HernandezHighSchool,76,84
8468,MarciaCarter,F,10th,HernandezHighSchool,74,63
8469,DonaldBrown,M,9th,HernandezHighSchool,99,82
8470,KristyHuynh,F,11th,HernandezHighSchool,76,79
8471,MarcBaker,M,11th,HernandezHighSchool,74,79
8472,MelissaHerreraDDS,F,9th,HernandezHighSchool,77,57
8473,DwayneWarren,M,10th,HernandezHighSchool,86,70
8474,AdamArroyoDDS,M,10th,HernandezHighSchool,78,77
8475,JeffreyLewis,M,10th,HernandezHighSchool,89,93
8476,AdamParker,M,11th,HernandezHighSchool,95,95
8477,KimberlyHanson,F,9th,HernandezHighSchool,69,90
8478,PeterBarnes,M,11th,HernandezHighSchool,72,61
8479,BryanReynolds,M,11th,HernandezHighSchool,79,69
8480,BrittanyHamilton,F,10th,HernandezHighSchool,97,74
8481,RichardRogers,M,11th,HernandezHighSchool,95,72
8482,EdwinHoward,M,10th,HernandezHighSchool,70,78
8483,MaryRogers,F,11th,HernandezHighSchool,88,70
8484,ScottSpencer,M,11th,HernandezHighSchool,64,68
8485,CaseyWest,F,10th,HernandezHighSchool,79,91
8486,PhillipHernandez,M,9th,HernandezHighSchool,64,70
8487,ChristopherJones,M,12th,HernandezHighSchool,89,95
8488,StacieHamilton,F,12th,HernandezHighSchool,94,63
8489,DanielleMay,F,11th,HernandezHighSchool,65,91
8490,AdamTerry,M,9th,HernandezHighSchool,64,60
8491,RobinBowers,F,9th,HernandezHighSchool,74,71
8492,HowardSteele,M,9th,HernandezHighSchool,72,99
8493,AmandaBrown,F,10th,HernandezHighSchool,65,92
8494,AndreaSmith,F,10th,HernandezHighSchool,79,85
8495,ThomasEstrada,M,9th,HernandezHighSchool,65,71
8496,LisaCook,F,11th,HernandezHighSchool,69,64
8497,KarenAnderson,F,10th,HernandezHighSchool,89,96
8498,DavidRobinson,M,9th,HernandezHighSchool,67,81
8499,TamaraLambert,F,9th,HernandezHighSchool,63,79
8500,JosephEnglish,M,9th,HernandezHighSchool,72,55
8501,JasonWilliams,M,10th,HernandezHighSchool,79,82
8502,JohnOchoa,M,9th,HernandezHighSchool,75,57
8503,MatthewDawson,M,9th,HernandezHighSchool,89,82
8504,CarmenWilliams,F,11th,HernandezHighSchool,93,80
8505,NancyGonzales,F,11th,HernandezHighSchool,68,68
8506,MariaBlanchard,F,10th,HernandezHighSchool,71,62
8507,ZacharyMcmahon,M,12th,HernandezHighSchool,80,69
8508,JessicaSchroeder,F,12th,HernandezHighSchool,72,80
8509,VirginiaBrown,F,9th,HernandezHighSchool,83,84
8510,AnthonyGarrison,M,12th,HernandezHighSchool,66,66
8511,NathanielBonilla,M,9th,HernandezHighSchool,81,87
8512,SusanBaker,F,10th,HernandezHighSchool,77,92
8513,TammyHart,F,9th,HernandezHighSchool,96,86
8514,MartinFord,M,10th,HernandezHighSchool,67,65
8515,CharlesRobertson,M,9th,HernandezHighSchool,87,78
8516,JamesFlores,M,10th,HernandezHighSchool,98,86
8517,ValerieFrank,F,12th,HernandezHighSchool,92,61
8518,ElizabethHunter,F,9th,HernandezHighSchool,68,89
8519,JeremyWu,M,12th,HernandezHighSchool,93,66
8520,AnnaReed,F,9th,HernandezHighSchool,76,66
8521,MichaelMartinez,M,9th,HernandezHighSchool,93,55
8522,DianeBryant,F,9th,HernandezHighSchool,81,94
8523,MichaelMartinez,M,10th,HernandezHighSchool,85,61
8524,HeatherGordon,F,10th,HernandezHighSchool,92,65
8525,LarryBailey,M,10th,HernandezHighSchool,78,85
8526,MarioHansen,M,12th,HernandezHighSchool,77,98
8527,CatherineColon,F,10th,HernandezHighSchool,71,86
8528,AmandaCochran,F,9th,HernandezHighSchool,86,57
8529,DebraNoble,F,12th,HernandezHighSchool,93,90
8530,AustinSanchez,M,12th,HernandezHighSchool,85,90
8531,AngelaAdams,F,10th,HernandezHighSchool,93,95
8532,JohnCamacho,M,10th,HernandezHighSchool,76,57
8533,RonaldPowell,M,9th,HernandezHighSchool,93,72
8534,IsabellaStout,F,11th,HernandezHighSchool,79,88
8535,JenniferJones,F,12th,HernandezHighSchool,83,94
8536,AshleyFox,F,10th,HernandezHighSchool,99,66
8537,JoanneClark,F,12th,HernandezHighSchool,98,57
8538,JacobJones,M,12th,HernandezHighSchool,92,58
8539,LoriRandolph,F,10th,HernandezHighSchool,76,80
8540,AndreaHardy,F,10th,HernandezHighSchool,76,76
8541,JamieLuna,F,9th,HernandezHighSchool,65,92
8542,MitchellFletcher,M,12th,HernandezHighSchool,80,80
8543,MarthaOliver,F,11th,HernandezHighSchool,65,74
8544,JesseMoran,M,9th,HernandezHighSchool,79,83
8545,AnthonyRussell,M,11th,HernandezHighSchool,85,72
8546,TammySalas,F,9th,HernandezHighSchool,99,63
8547,ChristopherDawson,M,11th,HernandezHighSchool,87,83
8548,PatriciaGeorge,F,10th,HernandezHighSchool,65,99
8549,CarolynBanks,F,11th,HernandezHighSchool,67,89
8550,CraigYoung,M,9th,HernandezHighSchool,92,95
8551,AmyNewton,F,11th,HernandezHighSchool,70,73
8552,JustinSimpson,M,9th,HernandezHighSchool,99,97
8553,RebeccaFlores,F,9th,HernandezHighSchool,84,63
8554,ChristopherBradford,M,12th,HernandezHighSchool,89,64
8555,HayleyGarza,F,10th,HernandezHighSchool,97,57
8556,AlvinHill,M,10th,HernandezHighSchool,80,69
8557,CoryAlvarez,M,10th,HernandezHighSchool,87,95
8558,PhillipHowe,M,10th,HernandezHighSchool,99,69
8559,JillAdkins,F,10th,HernandezHighSchool,64,68
8560,DustinMcmillan,M,10th,HernandezHighSchool,83,91
8561,DawnPatton,F,11th,HernandezHighSchool,84,88
8562,SherryAguirre,F,9th,HernandezHighSchool,95,99
8563,LauraTaylor,F,11th,HernandezHighSchool,74,97
8564,AmyBaxter,F,11th,HernandezHighSchool,90,65
8565,MirandaLevy,F,9th,HernandezHighSchool,71,96
8566,BrettRamos,M,11th,HernandezHighSchool,94,62
8567,CharlesMatthews,M,11th,HernandezHighSchool,82,98
8568,MichaelWelch,M,11th,HernandezHighSchool,78,55
8569,BrianThompson,M,9th,HernandezHighSchool,96,64
8570,JenniferNguyen,F,11th,HernandezHighSchool,71,63
8571,ChristineMoore,F,9th,HernandezHighSchool,83,82
8572,ZacharyAguirre,M,11th,HernandezHighSchool,67,69
8573,GregoryWard,M,12th,HernandezHighSchool,90,64
8574,ChristinaRobinson,F,12th,HernandezHighSchool,94,98
8575,BarbaraPetersen,F,9th,HernandezHighSchool,74,68
8576,EricRichardsJr,M,12th,HernandezHighSchool,70,61
8577,BarbaraMiller,F,12th,HernandezHighSchool,70,55
8578,AnnaSmith,F,11th,HernandezHighSchool,82,92
8579,NicholasFreeman,M,12th,HernandezHighSchool,71,86
8580,MrsAngelaMartinez,F,10th,HernandezHighSchool,98,79
8581,BonnieChavez,F,12th,HernandezHighSchool,89,83
8582,WendyStewart,F,9th,HernandezHighSchool,80,70
8583,LoriWilliams,F,10th,HernandezHighSchool,96,87
8584,AprilJenkins,F,12th,HernandezHighSchool,68,56
8585,EllenRichmond,F,9th,HernandezHighSchool,95,71
8586,PaulMartin,M,9th,HernandezHighSchool,68,81
8587,WilliamAlexander,M,11th,HernandezHighSchool,90,87
8588,NatalieGarciaMD,F,10th,HernandezHighSchool,94,98
8589,SarahStrickland,F,12th,HernandezHighSchool,97,80
8590,JonathanCrane,M,11th,HernandezHighSchool,94,60
8591,ErikMiller,M,9th,HernandezHighSchool,79,79
8592,ShaneLopez,M,10th,HernandezHighSchool,92,81
8593,KathrynJohnson,F,9th,HernandezHighSchool,97,58
8594,BenjaminMorris,M,10th,HernandezHighSchool,80,87
8595,SierraGarcia,F,10th,HernandezHighSchool,87,56
8596,EricaCollier,F,12th,HernandezHighSchool,97,73
8597,LaurenSmith,F,12th,HernandezHighSchool,67,90
8598,AnthonyJohnson,M,9th,HernandezHighSchool,78,84
8599,MichelleRuiz,F,11th,HernandezHighSchool,79,82
8600,CarolynWhite,F,9th,HernandezHighSchool,90,64
8601,TerrySmith,M,12th,HernandezHighSchool,64,72
8602,MichaelPineda,M,10th,HernandezHighSchool,99,76
8603,ChristopherSanchez,M,12th,HernandezHighSchool,75,86
8604,AnthonyCurtis,M,9th,HernandezHighSchool,99,70
8605,NicholasNguyen,M,11th,HernandezHighSchool,95,55
8606,MichelleDixon,F,9th,HernandezHighSchool,83,97
8607,RobertGarcia,M,9th,HernandezHighSchool,97,89
8608,KevinMorgan,M,10th,HernandezHighSchool,80,77
8609,JaneCastaneda,F,11th,HernandezHighSchool,74,55
8610,JohnYoung,M,9th,HernandezHighSchool,77,88
8611,MarkLe,M,9th,HernandezHighSchool,99,92
8612,JustinWilliamson,M,11th,HernandezHighSchool,81,77
8613,ShaneJohnson,M,11th,HernandezHighSchool,92,95
8614,NicholasMiller,M,12th,HernandezHighSchool,84,65
8615,BrittanyHobbs,F,10th,HernandezHighSchool,84,99
8616,PeterNichols,M,9th,HernandezHighSchool,84,74
8617,LisaStevens,F,10th,HernandezHighSchool,93,66
8618,JustinOrr,M,9th,HernandezHighSchool,88,79
8619,TamaraRodriguez,F,12th,HernandezHighSchool,71,59
8620,RickeyOconnor,M,12th,HernandezHighSchool,64,96
8621,ElizabethRodriguez,F,11th,HernandezHighSchool,99,65
8622,RachelOsborne,F,12th,HernandezHighSchool,67,68
8623,JonathanJones,M,10th,HernandezHighSchool,75,83
8624,AnnaDavis,F,11th,HernandezHighSchool,84,70
8625,WilliamHenry,M,10th,HernandezHighSchool,77,84
8626,MarthaWhite,F,10th,HernandezHighSchool,72,63
8627,DebbieSchmitt,F,9th,HernandezHighSchool,71,87
8628,AudreyVelez,F,9th,HernandezHighSchool,87,69
8629,MathewMoore,M,11th,HernandezHighSchool,97,92
